SampleID,Plate_number,Plate_name,Plate_position,Site_Name,Sex,Dev_stage,Sample_date,Sample_timing,Site_number,Site_type,Nest_placed_date,Date_extracted,Qiagen_kit,Code,Number_2,Primer,Linker,Linker_2,Combine_1,Combine_2,Combine_3,Decontam,Site_type_Sampling_timing
RF245.144.Plate2.G7.799FMod3.1115R.IndianCreek.M,2,Plate,G7,IndianCreek,M,e,5/16/2022,late,14,Orchard,4/5/2022,8/5/2022,20,RF245,144,799FMod3.1115R,.,_,Orchard_late_IndianCreek,Orchard_late_IndianCreek_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.145.Plate2.H7.799FMod3.1115R.Littletree.F,2,Plate,H7,Littletree,F,e,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,145,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.146.Plate2.A8.799FMod3.1115R.Littletree.F,2,Plate,A8,Littletree,F,e,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,146,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.147.Plate2.B8.799FMod3.1115R.Littletree.M,2,Plate,B8,Littletree,M,e,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,147,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.148.Plate2.C8.799FMod3.1115R.Littletree.M,2,Plate,C8,Littletree,M,e,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,148,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.149.Plate2.D8.799FMod3.1115R.Littletree.F,2,Plate,D8,Littletree,F,fl,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,149,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.150.Plate2.E8.799FMod3.1115R.Littletree.F,2,Plate,E8,Littletree,F,dl,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,150,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.151.Plate2.F8.799FMod3.1115R.Littletree.M,2,Plate,F8,Littletree,M,fl,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,151,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.152.Plate2.G8.799FMod3.1115R.Littletree.M,2,Plate,G8,Littletree,M,e,5/18/2022,late,12,Orchard,4/5/2022,8/5/2022,20,RF245,152,799FMod3.1115R,.,_,Orchard_late_Littletree,Orchard_late_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.153.Plate2.H8.799FMod3.1115R.BlackDiamond.F,2,Plate,H8,BlackDiamond,F,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,153,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.154.Plate2.A9.799FMod3.1115R.BlackDiamond.F,2,Plate,A9,BlackDiamond,F,fl,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,154,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.155.Plate2.B9.799FMod3.1115R.BlackDiamond.M,2,Plate,B9,BlackDiamond,M,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,155,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.156.Plate2.C9.799FMod3.1115R.BlackDiamond.M,2,Plate,C9,BlackDiamond,M,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,156,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.157.Plate2.D9.799FMod3.1115R.BlackDiamond.F,2,Plate,D9,BlackDiamond,F,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,157,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.158.Plate2.E9.799FMod3.1115R.BlackDiamond.F,2,Plate,E9,BlackDiamond,F,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,158,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.159.Plate2.F9.799FMod3.1115R.BlackDiamond.M,2,Plate,F9,BlackDiamond,M,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,159,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.160.Plate2.G9.799FMod3.1115R.BlackDiamond.M,2,Plate,G9,BlackDiamond,M,e,5/18/2022,late,15,Orchard,4/5/2022,8/5/2022,20,RF245,160,799FMod3.1115R,.,_,Orchard_late_BlackDiamond,Orchard_late_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.161.Plate2.H9.799FMod3.1115R.Cornell.F,2,Plate,H9,Cornell,F,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,161,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.162.Plate2.A10.799FMod3.1115R.Cornell.F,2,Plate,A10,Cornell,F,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,162,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.163.Plate2.B10.799FMod3.1115R.Cornell.M,2,Plate,B10,Cornell,M,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,163,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.164.Plate2.C10.799FMod3.1115R.Cornell.M,2,Plate,C10,Cornell,M,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,164,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.165.Plate2.D10.799FMod3.1115R.Cornell.F,2,Plate,D10,Cornell,F,fl,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,165,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.166.Plate2.E10.799FMod3.1115R.Cornell.F,2,Plate,E10,Cornell,F,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,166,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.167.Plate2.F10.799FMod3.1115R.Cornell.M,2,Plate,F10,Cornell,M,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,167,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.168.Plate2.G10.799FMod3.1115R.Cornell.M,2,Plate,G10,Cornell,M,e,5/18/2022,late,11,Orchard,4/5/2022,8/5/2022,20,RF245,168,799FMod3.1115R,.,_,Orchard_late_Cornell,Orchard_late_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.169.Plate2.H10.799FMod3.1115R.Reisinger.F,2,Plate,H10,Reisinger,F,fl,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,169,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.170.Plate2.A11.799FMod3.1115R.Reisinger.F,2,Plate,A11,Reisinger,F,fl,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,170,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.171.Plate2.B11.799FMod3.1115R.Reisinger.M,2,Plate,B11,Reisinger,M,fl,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,171,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.172.Plate2.C11.799FMod3.1115R.Reisinger.M,2,Plate,C11,Reisinger,M,fl,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,172,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.173.Plate2.D11.799FMod3.1115R.Reisinger.F,2,Plate,D11,Reisinger,F,e,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,173,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.174.Plate2.E11.799FMod3.1115R.Reisinger.M,2,Plate,E11,Reisinger,M,e,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,174,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.175.Plate2.F11.799FMod3.1115R.Reisinger.F,2,Plate,F11,Reisinger,F,e,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,175,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.176.Plate2.G11.799FMod3.1115R.Reisinger.M,2,Plate,G11,Reisinger,M,e,5/23/2022,late,13,Orchard,4/5/2022,8/5/2022,20,RF245,176,799FMod3.1115R,.,_,Orchard_late_Reisinger,Orchard_late_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_late
RF245.033.Plate1.B5.799FMod3.1115R.Cornell.F,1,Plate,B5,Cornell,F,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,33,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.034.Plate1.C5.799FMod3.1115R.Cornell.F,1,Plate,C5,Cornell,F,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,34,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.035.Plate1.D5.799FMod3.1115R.Cornell.M,1,Plate,D5,Cornell,M,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,35,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.036.Plate1.E5.799FMod3.1115R.Cornell.M,1,Plate,E5,Cornell,M,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,36,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.037.Plate1.F5.799FMod3.1115R.Cornell.F,1,Plate,F5,Cornell,F,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,37,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.038.Plate1.G5.799FMod3.1115R.Cornell.F,1,Plate,G5,Cornell,F,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,38,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.039.Plate1.H5.799FMod3.1115R.Cornell.M,1,Plate,H5,Cornell,M,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,39,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.040.Plate1.A6.799FMod3.1115R.Cornell.M,1,Plate,A6,Cornell,M,e,5/11/2022,early,11,Orchard,4/5/2022,7/28/2022,15,RF245,40,799FMod3.1115R,.,_,Orchard_early_Cornell,Orchard_early_Cornell_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.049.Plate1.D7.799FMod3.1115R.Littletree.F,1,Plate,D7,Littletree,F,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,49,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.050.Plate1.E7.799FMod3.1115R.Littletree.M,1,Plate,E7,Littletree,M,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,50,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.051.Plate1.F7.799FMod3.1115R.Littletree.M,1,Plate,F7,Littletree,M,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,51,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.052.Plate1.G7.799FMod3.1115R.Littletree.F,1,Plate,G7,Littletree,F,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,52,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.053.Plate1.H7.799FMod3.1115R.Littletree.F,1,Plate,H7,Littletree,F,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,53,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.054.Plate1.A8.799FMod3.1115R.Littletree.F,1,Plate,A8,Littletree,F,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,54,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.055.Plate1.B8.799FMod3.1115R.Littletree.M,1,Plate,B8,Littletree,M,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,55,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.056.Plate1.C8.799FMod3.1115R.Littletree.M,1,Plate,C8,Littletree,M,e,5/12/2022,early,12,Orchard,4/5/2022,8/1/2022,16,RF245,56,799FMod3.1115R,.,_,Orchard_early_Littletree,Orchard_early_Littletree_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.057.Plate1.D8.799FMod3.1115R.BlackDiamond.F,1,Plate,D8,BlackDiamond,F,fl,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,57,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.058.Plate1.E8.799FMod3.1115R.BlackDiamond.F,1,Plate,E8,BlackDiamond,F,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,58,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.059.Plate1.F8.799FMod3.1115R.BlackDiamond.M,1,Plate,F8,BlackDiamond,M,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,59,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.060.Plate1.G8.799FMod3.1115R.BlackDiamond.M,1,Plate,G8,BlackDiamond,M,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,60,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.061.Plate1.H8.799FMod3.1115R.BlackDiamond.F,1,Plate,H8,BlackDiamond,F,fl,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,61,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.062.Plate1.A9.799FMod3.1115R.BlackDiamond.F,1,Plate,A9,BlackDiamond,F,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,62,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.063.Plate1.B9.799FMod3.1115R.BlackDiamond.M,1,Plate,B9,BlackDiamond,M,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,63,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.064.Plate1.C9.799FMod3.1115R.BlackDiamond.M,1,Plate,C9,BlackDiamond,M,e,5/12/2022,early,15,Orchard,4/5/2022,8/1/2022,16,RF245,64,799FMod3.1115R,.,_,Orchard_early_BlackDiamond,Orchard_early_BlackDiamond_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.065.Plate1.D9.799FMod3.1115R.IndianCreek.F,1,Plate,D9,IndianCreek,F,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,65,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.066.Plate1.E9.799FMod3.1115R.IndianCreek.F,1,Plate,E9,IndianCreek,F,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,66,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.067.Plate1.F9.799FMod3.1115R.IndianCreek.M,1,Plate,F9,IndianCreek,M,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,67,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.068.Plate1.G9.799FMod3.1115R.IndianCreek.M,1,Plate,G9,IndianCreek,M,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,68,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.069.Plate1.H9.799FMod3.1115R.IndianCreek.F,1,Plate,H9,IndianCreek,F,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,69,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.070.Plate1.A10.799FMod3.1115R.IndianCreek.F,1,Plate,A10,IndianCreek,F,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,70,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.071.Plate1.B10.799FMod3.1115R.IndianCreek.M,1,Plate,B10,IndianCreek,M,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,71,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.072.Plate1.C10.799FMod3.1115R.IndianCreek.M,1,Plate,C10,IndianCreek,M,e,5/12/2022,early,14,Orchard,4/5/2022,8/1/2022,16,RF245,72,799FMod3.1115R,.,_,Orchard_early_IndianCreek,Orchard_early_IndianCreek_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.097.Plate2.F1.799FMod3.1115R.Reisinger.F,2,Plate,F1,Reisinger,F,fl,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,97,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.098.Plate2.G1.799FMod3.1115R.Reisinger.F,2,Plate,G1,Reisinger,F,fl,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,98,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.099.Plate2.H1.799FMod3.1115R.Reisinger.M,2,Plate,H1,Reisinger,M,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,99,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.100.Plate2.A2.799FMod3.1115R.Reisinger.M,2,Plate,A2,Reisinger,M,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,100,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.101.Plate2.B2.799FMod3.1115R.Reisinger.F,2,Plate,B2,Reisinger,F,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,101,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.102.Plate2.C2.799FMod3.1115R.Reisinger.F,2,Plate,C2,Reisinger,F,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,102,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_F,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.103.Plate2.D2.799FMod3.1115R.Reisinger.M,2,Plate,D2,Reisinger,M,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,103,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.104.Plate2.E2.799FMod3.1115R.Reisinger.M,2,Plate,E2,Reisinger,M,e,5/16/2022,early,13,Orchard,4/5/2022,8/3/2022,17,RF245,104,799FMod3.1115R,.,_,Orchard_early_Reisinger,Orchard_early_Reisinger_M,Residential_early_Tobias_F_e,Sample,Orchard_early
RF245.201.Plate3.B3.799FMod3.1115R.ConnHillRd.F,3,Plate,B3,ConnHillRd,F,e,5/31/2022,late,3,Forest,4/5/2022,8/22/2022,20,RF245,201,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.202.Plate3.C3.799FMod3.1115R.ConnHillRd.F,3,Plate,C3,ConnHillRd,F,e,5/31/2022,late,3,Forest,4/5/2022,8/22/2022,20,RF245,202,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.203.Plate3.D3.799FMod3.1115R.ConnHillRd.M,3,Plate,D3,ConnHillRd,M,e,5/31/2022,late,3,Forest,4/5/2022,8/22/2022,20,RF245,203,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.204.Plate3.E3.799FMod3.1115R.ConnHillRd.M,3,Plate,E3,ConnHillRd,M,e,5/31/2022,late,3,Forest,4/5/2022,8/22/2022,20,RF245,204,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.205.Plate3.F3.799FMod3.1115R.ConnHillRd.F,3,Plate,F3,ConnHillRd,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,205,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.206.Plate3.G3.799FMod3.1115R.ConnHillRd.F,3,Plate,G3,ConnHillRd,F,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,206,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.207.Plate3.H3.799FMod3.1115R.ConnHillRd.M,3,Plate,H3,ConnHillRd,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,207,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.208.Plate3.A4.799FMod3.1115R.ConnHillRd.M,3,Plate,A4,ConnHillRd,M,e,5/31/2022,late,4,Forest,4/5/2022,8/22/2022,20,RF245,208,799FMod3.1115R,.,_,Forest_late_ConnHillRd,Forest_late_ConnHillRd_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.209.Plate3.B4.799FMod3.1115R.Cemetery.F,3,Plate,B4,Cemetery,F,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,209,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.210.Plate3.C4.799FMod3.1115R.Cemetery.F,3,Plate,C4,Cemetery,F,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,210,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.211.Plate3.D4.799FMod3.1115R.Cemetery.M,3,Plate,D4,Cemetery,M,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,211,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.212.Plate3.E4.799FMod3.1115R.Cemetery.M,3,Plate,E4,Cemetery,M,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,212,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_M,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.213.Plate3.F4.799FMod3.1115R.Cemetery.F,3,Plate,F4,Cemetery,F,fl,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,213,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_late
RF245.214.Plate3.G4.799FMod3.1115R.Cemetery.F,3,Plate,G4,Cemetery,F,e,5/31/2022,late,2,Forest,4/5/2022,8/22/2022,20,RF245,214,799FMod3.1115R,.,_,Forest_late_Cemetery,Forest_late_Cemetery_F,Residential_early_Tobias_F_e,Sample,Forest_late
